store_id,YearMonth,planogram_score,err_electronic_price_board,err_basic,err_display,err_posm,err_operations,err_advisory_partition
CPS-BRI-VTA-165LHP,2025-10,0.7629796839729119,0.3645833333333333,0.2672413793103448,0.2083333333333333,0.1212121212121212,0.2333333333333333,0.0
CPS-BRI-VTA-491BMTT,2025-10,0.7114228456913828,0.4622641509433962,0.3333333333333333,0.2578125,0.1192660550458716,0.3,0.0
CPS-BTH-PTH-165THD,2025-10,0.7974683544303798,0.3636363636363636,0.2068965517241379,0.1391304347826087,0.125,0.2058823529411765,0.0
CPS-BTR-BTR-15DK,2025-10,0.7078891257995735,0.4948453608247423,0.3185840707964602,0.2416666666666667,0.1515151515151515,0.2352941176470588,0.1666666666666667
CPS-CMA-CMA-34THD,2025-10,0.7142857142857143,0.5,0.2641509433962264,0.3333333333333333,0.0967741935483871,0.2,0.0
CPS-CTH-NKI-133CMTT,2025-10,0.5983086680761099,0.69,0.3947368421052632,0.353448275862069,0.2115384615384615,0.3636363636363636,0.1666666666666667
CPS-CTH-NKI-272BMTT,2025-10,0.7231404958677686,0.5346534653465347,0.2844827586206897,0.1904761904761905,0.1714285714285714,0.1666666666666667,0.0
CPS-DLA-BMT-116PBC,2025-10,0.73568281938326,0.40625,0.3394495412844037,0.1403508771929824,0.2323232323232323,0.1666666666666667,0.0
CPS-DNA-LCH-749TDT,2025-10,0.7530266343825666,0.3953488372093023,0.25,0.2608695652173913,0.1208791208791209,0.2,0.0
CPS-DNA-STR-11NVT,2025-10,0.773067331670823,0.3953488372093023,0.2407407407407407,0.2195121951219512,0.07865168539325842,0.2,0.0
CPS-DNA-TK-369NVL,2025-10,0.6016260162601627,0.6666666666666666,0.373015873015873,0.3636363636363636,0.2314814814814815,0.2692307692307692,0.5
CPS-DNA-TKH-313DBP,2025-10,0.7699530516431925,0.4382022471910113,0.2232142857142857,0.2021276595744681,0.09473684210526316,0.1333333333333333,0.3333333333333333
CPS-DON-BHO-57PVT,2025-10,0.7189292543021033,0.4727272727272727,0.3333333333333333,0.2071428571428572,0.1711711711711712,0.1666666666666667,0.0
CPS-DON-BHO-7BVH,2025-10,0.7474541751527495,0.4519230769230769,0.3504273504273504,0.1732283464566929,0.07476635514018691,0.2,0.0
CPS-DON-LKH-175HV,2025-10,0.7494407158836689,0.4945054945054945,0.2952380952380952,0.1810344827586207,0.05263157894736842,0.2647058823529412,0.1666666666666667
CPS-DON-LTH-307LD,2025-10,0.6286407766990292,0.5930232558139535,0.4476190476190476,0.2747252747252747,0.2222222222222222,0.2941176470588235,0.0
CPS-DON-TBO-58BMTT,2025-10,0.7762237762237763,0.4888888888888889,0.3148148148148148,0.107843137254902,0.04301075268817205,0.06666666666666667,0.1666666666666667
CPS-DON-THI-F1DK,2025-10,0.6569506726457399,0.59375,0.4173913043478261,0.2666666666666667,0.1428571428571428,0.2307692307692308,0.0
CPS-DTH-CLA-81NH,2025-10,0.7437810945273632,0.3953488372093023,0.2307692307692308,0.2073170731707317,0.1888888888888889,0.3235294117647059,0.0
CPS-GLA-PKU-21QT,2025-10,0.7657430730478589,0.3690476190476191,0.3663366336633663,0.2222222222222222,0.01149425287356322,0.1379310344827586,0.0
CPS-HCM-BCH-C3PH,2025-10,0.6569037656903766,0.6702127659574468,0.4220183486238532,0.2481203007518797,0.1176470588235294,0.2941176470588235,0.0
CPS-HCM-BTA-127NTT,2025-10,0.717439293598234,0.5531914893617021,0.3269230769230769,0.2131147540983606,0.1030927835051546,0.2,0.0
CPS-HCM-BTA-386HL2,2025-10,0.687793427230047,0.4772727272727273,0.4814814814814815,0.1443298969072165,0.1612903225806452,0.2941176470588235,0.0
CPS-HCM-BTA-888TL10,2025-10,0.7539149888143176,0.3440860215053764,0.3761467889908257,0.1666666666666667,0.09278350515463918,0.2941176470588235,0.0
CPS-HCM-BTH-377DBP,2025-10,0.7515151515151515,0.5142857142857142,0.2941176470588235,0.1875,0.05607476635514019,0.1333333333333333,0.0
CPS-HCM-BTH-536XVNT,2025-10,0.6573426573426573,0.5978260869565217,0.4464285714285715,0.2021276595744681,0.1578947368421053,0.2666666666666667,0.0
CPS-HCM-CCH-193TL8,2025-10,0.8206388206388207,0.3452380952380952,0.2150537634408602,0.102803738317757,0.103448275862069,0.1333333333333333,0.0
CPS-HCM-CCH-58TL8,2025-10,0.7976470588235294,0.4069767441860465,0.2551020408163265,0.1376146788990826,0.06521739130434782,0.1470588235294118,0.0
CPS-HCM-GVA-272NO,2025-10,0.7766393442622951,0.39,0.3,0.1417910447761194,0.1057692307692308,0.2058823529411765,0.0
CPS-HCM-GVA-525AQT,2025-10,0.7789473684210526,0.3333333333333333,0.1592920353982301,0.1833333333333333,0.1844660194174757,0.3823529411764706,0.0
CPS-HCM-GVA-567LQD,2025-10,0.7510373443983402,0.48,0.2123893805309734,0.232,0.07692307692307693,0.3235294117647059,0.0
CPS-HCM-GVA-59QT,2025-10,0.7444444444444445,0.3958333333333333,0.2773109243697479,0.1855670103092784,0.173469387755102,0.2647058823529412,0.0
CPS-HCM-HMO-4/39QT,2025-10,0.7875,0.3809523809523809,0.31,0.1777777777777778,0.02325581395348837,0.1176470588235294,0.0
CPS-HCM-NBE-1716HTP,2025-10,0.6864988558352403,0.648936170212766,0.3391304347826087,0.1894736842105263,0.09278350515463918,0.3,0.1666666666666667
CPS-HCM-PNH-114PDL,2025-10,0.70276008492569,0.42,0.4396551724137931,0.1637931034482759,0.1747572815533981,0.2666666666666667,0.3333333333333333
CPS-HCM-Q01-134NTH,2025-10,0.7657657657657657,0.4623655913978494,0.3703703703703703,0.1160714285714286,0.02105263157894737,0.2,0.0
CPS-HCM-Q01-157NTMK,2025-10,0.7445255474452555,0.4772727272727273,0.2924528301886792,0.1739130434782609,0.1123595505617977,0.2,0.0
CPS-HCM-Q01-220TQK,2025-10,0.7306122448979592,0.5588235294117647,0.3448275862068966,0.1507936507936508,0.09433962264150944,0.1764705882352941,0.0
CPS-HCM-Q01-55BTQK,2025-10,0.7145748987854251,0.4811320754716981,0.3916666666666667,0.15625,0.1388888888888889,0.3076923076923077,0.0
CPS-HCM-Q02-139TN,2025-10,0.7014314928425358,0.5242718446601942,0.3474576271186441,0.2283464566929134,0.1333333333333333,0.2333333333333333,0.1666666666666667
CPS-HCM-Q02-190NTD,2025-10,0.6889848812095032,0.53,0.4098360655737705,0.202020202020202,0.1176470588235294,0.2647058823529412,0.0
CPS-HCM-Q04-177KH,2025-10,0.7774936061381074,0.475609756097561,0.3,0.1333333333333333,0.01204819277108434,0.1666666666666667,0.0
CPS-HCM-Q05-785THD,2025-10,0.6631016042780749,0.5,0.4123711340206185,0.1772151898734177,0.3048780487804878,0.2,0.1666666666666667
CPS-HCM-Q06-1075BHG,2025-10,0.7083333333333334,0.5238095238095238,0.4020618556701031,0.1919191919191919,0.07954545454545454,0.2941176470588235,0.0
CPS-HCM-Q06-460HG,2025-10,0.6859688195991092,0.5520833333333334,0.3451327433628318,0.219047619047619,0.1919191919191919,0.2333333333333333,0.0
CPS-HCM-Q07-248NTT,2025-10,0.6915322580645161,0.6037735849056604,0.3170731707317073,0.2093023255813954,0.1320754716981132,0.3076923076923077,0.1666666666666667
CPS-HCM-Q07-435NTT,2025-10,0.6066536203522505,0.6261682242990654,0.4214876033057851,0.2753623188405797,0.3027522935779817,0.3333333333333333,0.3333333333333333
CPS-HCM-Q07-571HTP,2025-10,0.7548387096774194,0.494949494949495,0.2586206896551724,0.1261261261261261,0.0970873786407767,0.3333333333333333,0.1666666666666667
CPS-HCM-Q08-579DBT,2025-10,0.7567567567567568,0.4466019417475728,0.3388429752066116,0.1610169491525424,0.05825242718446602,0.1666666666666667,0.0
CPS-HCM-Q09-125LVV,2025-10,0.7466666666666667,0.4479166666666667,0.3565217391304348,0.160377358490566,0.07216494845360824,0.2,0.0
CPS-HCM-Q09-241DXH,2025-10,0.7715430861723447,0.4368932038834951,0.2631578947368421,0.1357142857142857,0.1037735849056604,0.2333333333333333,0.3333333333333333
CPS-HCM-Q09-241LVV,2025-10,0.7563218390804598,0.4347826086956522,0.2935779816513762,0.1359223300970874,0.1473684210526316,0.2,0.0
CPS-HCM-Q10-288BTH,2025-10,0.7228915662650602,0.5436893203883495,0.3539823008849557,0.1285714285714286,0.169811320754717,0.2,0.0
CPS-HCM-Q10-347NTP,2025-10,0.7655913978494624,0.4554455445544555,0.2905982905982906,0.1607142857142857,0.08737864077669903,0.07692307692307693,0.0
CPS-HCM-Q11-457LDH,2025-10,0.7402597402597403,0.5102040816326531,0.3189655172413793,0.1415094339622641,0.09803921568627451,0.2352941176470588,0.0
CPS-HCM-Q12-17PVH,2025-10,0.7761806981519507,0.5148514851485149,0.2631578947368421,0.1461538461538462,0.02830188679245283,0.1333333333333333,0.1666666666666667
CPS-HCM-Q12-1ANAT,2025-10,0.8027522935779816,0.4021739130434783,0.2110091743119266,0.1538461538461539,0.07368421052631578,0.1,0.0
CPS-HCM-Q12-93/8CNAT,2025-10,0.7720090293453724,0.3617021276595745,0.2477064220183486,0.1785714285714286,0.1458333333333333,0.1923076923076923,0.1666666666666667
CPS-HCM-TBI-190BHVT,2025-10,0.8079847908745247,0.2909090909090909,0.1935483870967742,0.1214285714285714,0.1517857142857143,0.3235294117647059,0.0
CPS-HCM-TBI-359CH,2025-10,0.8130434782608695,0.3020833333333333,0.1909090909090909,0.1491228070175439,0.11,0.2352941176470588,0.0
CPS-HCM-TBI-672AC,2025-10,0.7533039647577092,0.5208333333333334,0.2831858407079646,0.1904761904761905,0.06,0.1176470588235294,0.0
CPS-HCM-TBI-956AC,2025-10,0.7916666666666666,0.4285714285714285,0.1384615384615385,0.1363636363636364,0.1929824561403509,0.08823529411764706,0.1666666666666667
CPS-HCM-TDO-2LHP,2025-10,0.6132723112128147,0.6373626373626373,0.4166666666666667,0.3137254901960784,0.2604166666666667,0.2647058823529412,0.0
CPS-HCM-TDU-18VVN,2025-10,0.7258382642998028,0.5327102803738317,0.2857142857142857,0.112,0.1651376146788991,0.3529411764705883,0.3333333333333333
CPS-HCM-TDU-632AKVC,2025-10,0.6876310272536688,0.61,0.2920353982300885,0.208,0.2233009708737864,0.2,0.0
CPS-HCM-TDU-943KVC,2025-10,0.7755102040816326,0.4782608695652174,0.2857142857142857,0.1442307692307692,0.04123711340206185,0.1333333333333333,0.0
CPS-HCM-TPH-161NS,2025-10,0.7857142857142857,0.3703703703703703,0.2688172043010753,0.1397849462365591,0.08235294117647059,0.2647058823529412,0.0
CPS-HCM-TPH-449TKTQ,2025-10,0.7339246119733924,0.5591397849462365,0.3461538461538461,0.1111111111111111,0.08247422680412371,0.2941176470588235,0.1666666666666667
CPS-HCM-TPH-472LTT,2025-10,0.7740384615384616,0.4186046511627907,0.3,0.1,0.1,0.2352941176470588,0.1666666666666667
CPS-HDU-HDU-6NLB,2025-10,0.8164948453608247,0.2254901960784314,0.2520325203252032,0.1512605042016807,0.1142857142857143,0.1666666666666667,0.0
CPS-HNO-AKH-42A10LTT,2025-10,0.7518248175182481,0.5402298850574713,0.3018867924528302,0.2197802197802198,0.03296703296703297,0.0,0.0
CPS-HNO-BTL-244PVD,2025-10,0.7523148148148148,0.3666666666666666,0.330188679245283,0.2156862745098039,0.0851063829787234,0.2647058823529412,0.0
CPS-HNO-CGI-126HTM,2025-10,0.7245370370370371,0.4111111111111111,0.3137254901960784,0.2702702702702703,0.1182795698924731,0.3,0.0
CPS-HNO-CGI-160NKT,2025-10,0.5792682926829268,0.6911764705882353,0.4285714285714285,0.421875,0.2638888888888889,0.2647058823529412,0.0
CPS-HNO-CGI-310CG,2025-10,0.7154811715481172,0.5555555555555556,0.3448275862068966,0.2380952380952381,0.06930693069306931,0.1333333333333333,0.0
CPS-HNO-CGI-48TDH,2025-10,0.6956521739130435,0.5104166666666666,0.3818181818181818,0.1578947368421053,0.23,0.1764705882352941,0.3333333333333333
CPS-HNO-DAN-21CL,2025-10,0.6923076923076923,0.53125,0.3388429752066116,0.2040816326530612,0.2,0.2352941176470588,0.0
CPS-HNO-DDA-133TH,2025-10,0.6419491525423728,0.6428571428571429,0.2991452991452991,0.3728813559322034,0.1650485436893204,0.3333333333333333,0.0
CPS-HNO-DDA-21TH,2025-10,0.7369791666666666,0.4761904761904762,0.3366336633663367,0.2345679012345679,0.03488372093023256,0.1923076923076923,0.0
CPS-HNO-DDA-360XD,2025-10,0.665929203539823,0.5876288659793815,0.3529411764705883,0.2745098039215687,0.1836734693877551,0.2,0.0
CPS-HNO-GLA-51NXQ,2025-10,0.6591478696741855,0.5357142857142857,0.3980582524271845,0.2444444444444444,0.2068965517241379,0.3103448275862069,0.1666666666666667
CPS-HNO-HBT-282MK,2025-10,0.6782608695652174,0.6288659793814433,0.3247863247863248,0.2075471698113208,0.2,0.2058823529411765,0.0
CPS-HNO-HBT-51DCV,2025-10,0.6556701030927835,0.6464646464646465,0.4181818181818182,0.2238805970149254,0.1764705882352941,0.2647058823529412,0.0
CPS-HNO-HDO-140VP,2025-10,0.5899772209567198,0.6276595744680851,0.3628318584070797,0.4105263157894737,0.2857142857142857,0.3636363636363636,0.1666666666666667
CPS-HNO-HDO-267QT,2025-10,0.668724279835391,0.5151515151515151,0.4188034188034188,0.2380952380952381,0.2211538461538461,0.2352941176470588,0.0
CPS-HNO-HDO-87PH,2025-10,0.7259953161592506,0.4111111111111111,0.3055555555555556,0.2577319587628866,0.0967741935483871,0.3636363636363636,0.1666666666666667
CPS-HNO-HDU-679VX,2025-10,0.62,0.6702127659574468,0.3421052631578947,0.3461538461538461,0.2346938775510204,0.2941176470588235,0.0
CPS-HNO-HKI-21AHB,2025-10,0.6234177215189873,0.6764705882352942,0.4186046511627907,0.4074074074074074,0.0958904109589041,0.2758620689655172,0.0
CPS-HNO-HKI-55AHB,2025-10,0.6085106382978723,0.6161616161616161,0.3916666666666667,0.2962962962962963,0.3269230769230769,0.2424242424242424,0.3333333333333333
CPS-HNO-HMA-265LN,2025-10,0.7019498607242339,0.5540540540540541,0.391304347826087,0.2368421052631579,0.1038961038961039,0.1176470588235294,0.0
CPS-HNO-HMA-546TD,2025-10,0.6633064516129032,0.6037735849056604,0.3008130081300813,0.310077519379845,0.1886792452830189,0.2307692307692308,0.0
CPS-HNO-LBI-252NGT,2025-10,0.6301703163017032,0.5476190476190477,0.4259259259259259,0.3152173913043478,0.2087912087912088,0.3666666666666666,0.1666666666666667
CPS-HNO-LBI-280NVC,2025-10,0.6085972850678733,0.6956521739130435,0.3660714285714285,0.25,0.2872340425531915,0.4411764705882353,0.0
CPS-HNO-NTL-283HTM,2025-10,0.617816091954023,0.4594594594594595,0.3888888888888889,0.3947368421052632,0.3289473684210527,0.3076923076923077,0.1666666666666667
CPS-HNO-NTL-50LQD,2025-10,0.6769662921348315,0.3972602739726027,0.3837209302325582,0.2658227848101266,0.2564102564102564,0.3529411764705883,0.0
CPS-HNO-THO-126LLQ,2025-10,0.6825396825396826,0.5934065934065934,0.3090909090909091,0.2884615384615384,0.125,0.2941176470588235,0.0
CPS-HNO-TTR-361NH,2025-10,0.7023498694516971,0.425,0.3636363636363636,0.3037974683544304,0.1411764705882353,0.2352941176470588,0.0
CPS-HNO-TXU-300NT,2025-10,0.6883408071748879,0.4782608695652174,0.4117647058823529,0.2809917355371901,0.04210526315789474,0.4,0.5
CPS-HNO-TXU-543NT,2025-10,0.6370757180156658,0.6375,0.375,0.4318181818181818,0.06024096385542169,0.3,0.0
CPS-HPH-HPH-162LT,2025-10,0.6918103448275862,0.5670103092783505,0.2672413793103448,0.2321428571428572,0.2727272727272727,0.1176470588235294,0.0
CPS-HPH-HPH-163ADN,2025-10,0.6267942583732058,0.5402298850574713,0.4074074074074074,0.3369565217391304,0.2826086956521739,0.2424242424242424,0.0
CPS-HPH-HPH-278TNH,2025-10,0.6550925925925926,0.5543478260869565,0.3423423423423423,0.3085106382978723,0.2083333333333333,0.3333333333333333,0.0
CPS-HTI-HTI-81TP,2025-10,0.6473551637279596,0.5875,0.3789473684210526,0.2989690721649484,0.1882352941176471,0.3235294117647059,0.1666666666666667
CPS-HUE-PHO-5HV,2025-10,0.7146814404432132,0.5194805194805194,0.3617021276595745,0.2571428571428571,0.0625,0.1764705882352941,0.0
CPS-KGI-PQU-35HV,2025-10,0.6244444444444445,0.53125,0.3909090909090909,0.3157894736842105,0.3061224489795918,0.2692307692307692,0.3333333333333333
CPS-KGI-RGI-117NTT,2025-10,0.6188436830835118,0.6530612244897959,0.3716814159292036,0.3478260869565217,0.1666666666666667,0.4545454545454545,0.0
CPS-KHO-NTR-3TN,2025-10,0.5945330296127562,0.6736842105263158,0.5210084033613446,0.2783505154639175,0.1666666666666667,0.3076923076923077,0.1666666666666667
CPS-LAN-BLU-82NHT,2025-10,0.8364485981308412,0.2444444444444444,0.2522522522522522,0.1075268817204301,0.06382978723404255,0.1176470588235294,0.0
CPS-LAN-TAN-122HV,2025-10,0.7731481481481481,0.3260869565217391,0.2710280373831775,0.1941747572815534,0.1368421052631579,0.1724137931034483,0.1666666666666667
CPS-LDO-BLO-739TP,2025-10,0.8321678321678322,0.2747252747252747,0.1981981981981982,0.134020618556701,0.09574468085106383,0.1,0.0
CPS-LDO-DLA-04NVC,2025-10,0.6933638443935927,0.5,0.4018691588785047,0.2233009708737864,0.1041666666666667,0.3636363636363636,0.0
CPS-LDO-DLA-279BTX,2025-10,0.6583541147132169,0.6046511627906976,0.3703703703703703,0.1951219512195122,0.1573033707865168,0.4,0.5
CPS-LDO-DTR-81TN,2025-10,0.6705069124423964,0.6222222222222222,0.3157894736842105,0.2765957446808511,0.1354166666666667,0.2941176470588235,0.3333333333333333
CPS-LSO-LSO-9TDN,2025-10,0.6495098039215687,0.5465116279069767,0.4117647058823529,0.35,0.1136363636363636,0.3461538461538461,0.0
CPS-NAN-VIN-61LL,2025-10,0.7240437158469946,0.3421052631578947,0.25,0.3085106382978723,0.25,0.1923076923076923,0.0
CPS-NBI-HLU-933THD,2025-10,0.7651331719128329,0.4022988505747127,0.2815533980582524,0.1666666666666667,0.1428571428571428,0.1333333333333333,0.0
CPS-NDI-NDI-159THD,2025-10,0.6935483870967742,0.5483870967741935,0.2432432432432433,0.35,0.1702127659574468,0.1333333333333333,0.0
CPS-NTH-PHR-339TN,2025-10,0.8594470046082949,0.2111111111111111,0.212962962962963,0.09803921568627451,0.01063829787234043,0.2352941176470588,0.0
CPS-PTH-VTR-2379HV,2025-10,0.8129675810473815,0.2558139534883721,0.212962962962963,0.1585365853658537,0.1460674157303371,0.1333333333333333,0.0
CPS-QBI-DH-117THD,2025-10,0.5833333333333334,0.6444444444444445,0.3839285714285715,0.4038461538461539,0.2857142857142857,0.3529411764705883,0.3333333333333333
CPS-QNG-QNG-289QT,2025-10,0.7238095238095238,0.3977272727272727,0.3055555555555556,0.2282608695652174,0.1847826086956522,0.2941176470588235,0.0
CPS-QNI-CPH-213TP,2025-10,0.6714285714285714,0.4772727272727273,0.3240740740740741,0.2826086956521739,0.3043478260869565,0.2058823529411765,0.0
CPS-QNI-HL-126KL,2025-10,0.6481069042316259,0.59375,0.288135593220339,0.3505154639175257,0.2653061224489796,0.2058823529411765,0.0
CPS-STR-STR-91HV,2025-10,0.7692307692307693,0.4583333333333333,0.2018348623853211,0.2195121951219512,0.08,0.2058823529411765,0.0
CPS-TBI-TBI-333LB,2025-10,0.8851963746223565,0.2205882352941176,0.1341463414634146,0.1111111111111111,0.0273972602739726,0.06666666666666667,0.0
CPS-TGI-MTO-472AB,2025-10,0.808695652173913,0.3333333333333333,0.2454545454545455,0.1228070175438596,0.09,0.1764705882352941,0.0
CPS-THO-THO-260TP,2025-10,0.6608315098468271,0.574468085106383,0.2897196261682243,0.3495934959349594,0.2346938775510204,0.1379310344827586,0.0
CPS-TNG-TNG-200HVT,2025-10,0.7472527472527473,0.2708333333333333,0.2545454545454545,0.2631578947368421,0.2727272727272727,0.1333333333333333,0.0
CPS-TNI-TBG-214QL22,2025-10,0.6611570247933884,0.52,0.3545454545454546,0.2537313432835821,0.2788461538461539,0.3333333333333333,0.0
CPS-TNI-TNI-855CMT8,2025-10,0.7216494845360825,0.4411764705882353,0.2586206896551724,0.246031746031746,0.1904761904761905,0.3,0.0
CPS-TVI-TVI-24DBP,2025-10,0.7404921700223713,0.4361702127659575,0.2660550458715596,0.2300884955752212,0.1443298969072165,0.1785714285714286,0.1666666666666667
CPS-VLO-VLO-56DPTB,2025-10,0.827906976744186,0.3846153846153846,0.2072072072072072,0.1326530612244898,0.01063829787234043,0.06666666666666667,0.0
CPS-VPH-VYE-3ML,2025-10,0.5743589743589743,0.6585365853658537,0.3838383838383838,0.3595505617977528,0.3764705882352941,0.3448275862068966,0.0
CPS-AGI-CDO-272LL,2025-11,0.7796208530805687,0.4712643678160919,0.1759259259259259,0.1645569620253164,0.1212121212121212,0.1428571428571428,0.25
CPS-AGI-LXG-1393THD,2025-11,0.8436123348017621,0.25,0.1615384615384615,0.07575757575757576,0.109375,0.1071428571428571,0.0
CPS-AGI-LXG-912THD,2025-11,0.8093385214007782,0.3714285714285714,0.1937984496124031,0.1296296296296296,0.1184210526315789,0.06666666666666667,0.0
CPS-AGI-RGI-405NTT,2025-11,0.687192118226601,0.5662650602409639,0.2156862745098039,0.3896103896103896,0.1774193548387097,0.2142857142857143,0.125
CPS-BDI-QNH-669THD,2025-11,0.7453703703703703,0.4606741573033708,0.2924528301886792,0.1764705882352941,0.1475409836065574,0.1724137931034483,0.25
CPS-BDU-DAN-253NAN,2025-11,0.6384439359267735,0.5434782608695652,0.4396551724137931,0.1756756756756757,0.2923076923076923,0.25,0.875
CPS-BDU-TAN-100NVT,2025-11,0.7459349593495935,0.3823529411764706,0.3583333333333333,0.1588785046728972,0.131578947368421,0.2666666666666667,0.1666666666666667
CPS-BDU-TAN-63HHMH,2025-11,0.7334710743801653,0.46,0.3931623931623932,0.1346153846153846,0.1126760563380282,0.2666666666666667,0.125
CPS-BDU-TAU-156DT747,2025-11,0.7426636568848759,0.5222222222222223,0.3518518518518519,0.07446808510638298,0.1594202898550725,0.1785714285714286,0.25
CPS-BDU-TDM-183PL,2025-11,0.7868525896414342,0.2745098039215687,0.3548387096774194,0.07407407407407407,0.1447368421052632,0.2666666666666667,0.125
CPS-BDU-TDM-427DLBD,2025-11,0.642023346303502,0.5660377358490566,0.4453125,0.3545454545454546,0.06329113924050633,0.3333333333333333,0.5714285714285714
CPS-BGI-BGI-135HV,2025-11,0.7186761229314421,0.3908045977011494,0.3584905660377358,0.225,0.1967213114754098,0.2592592592592592,0.0
CPS-BLI-BLI-289TP,2025-11,0.6666666666666666,0.4883720930232558,0.4519230769230769,0.2222222222222222,0.125,0.25,0.125
CPS-BNI-BNI-334THD,2025-11,0.6348195329087049,0.5306122448979592,0.4108527131782946,0.2558139534883721,0.1612903225806452,0.3846153846153846,0.25
CPS-BNI-TSO-242TP,2025-11,0.7228637413394919,0.3595505617977528,0.3904761904761905,0.1758241758241758,0.1290322580645161,0.25,0.25
CPS-BPH-DXO-968PRD,2025-11,0.6776470588235294,0.6333333333333333,0.3898305084745763,0.1875,0.1111111111111111,0.1428571428571428,0.125
CPS-BRI-BRI-31NHT,2025-11,0.6860986547085202,0.4680851063829787,0.3947368421052632,0.1951219512195122,0.1363636363636364,0.2142857142857143,0.25
CPS-BRI-VTA-165LHP,2025-11,0.7557077625570776,0.4946236559139785,0.2583333333333334,0.1447368421052632,0.09090909090909091,0.12,0.0
CPS-BRI-VTA-491BMTT,2025-11,0.7400793650793651,0.5192307692307693,0.304,0.1428571428571428,0.1265822784810127,0.1379310344827586,0.375
CPS-BTH-PTH-165THD,2025-11,0.7660944206008584,0.4945054945054945,0.2457627118644068,0.125,0.1142857142857143,0.2068965517241379,0.5
CPS-BTR-BTR-15DK,2025-11,0.7404063205417607,0.3870967741935484,0.3773584905660378,0.1368421052631579,0.2786885245901639,0.1538461538461539,0.125
CPS-CMA-CMA-34THD,2025-11,0.7207207207207207,0.3888888888888889,0.2894736842105263,0.2738095238095238,0.25,0.2,0.125
CPS-CTH-NKI-133CMTT,2025-11,0.8100436681222707,0.3917525773195876,0.1565217391304348,0.1979166666666667,0.02898550724637681,0.1666666666666667,0.25
CPS-CTH-NKI-272BMTT,2025-11,0.7558886509635975,0.4536082474226804,0.208695652173913,0.2222222222222222,0.1285714285714286,0.1923076923076923,0.125
CPS-CTH-TAN-141NVC,2025-11,0.762589928057554,0.5348837209302325,0.1682242990654206,0.2077922077922078,0.1129032258064516,0.1481481481481481,0.25
CPS-DLA-BMT-116PBC,2025-11,0.6892177589852009,0.4747474747474748,0.4224137931034483,0.1914893617021277,0.1805555555555556,0.2,0.25
CPS-DNA-LCH-749TDT,2025-11,0.6690647482014388,0.6511627906976745,0.3963963963963964,0.25,0.08620689655172414,0.2142857142857143,0.0
CPS-DNA-STR-11NVT,2025-11,0.7248157248157249,0.5232558139534884,0.3243243243243243,0.1311475409836066,0.1186440677966102,0.2857142857142857,0.0
CPS-DNA-TK-369NVL,2025-11,0.6345776031434185,0.5333333333333333,0.4060150375939849,0.31,0.2051282051282051,0.3928571428571428,0.4285714285714285
CPS-DNA-TKH-313DBP,2025-11,0.6727272727272727,0.4777777777777778,0.35,0.2236842105263158,0.303030303030303,0.2692307692307692,0.125
