store_id,YearMonth,num_order,num_product,order_delivered,order_pickup,order_onsite,pct_delivered
CPS-BLI-BLI-289TP,2025-10,916,592,28,57,831,0.030567686
CPS-BLI-BLI-289TP,2025-11,913,545,47,104,762,0.051478642
CPS-BLI-BLI-289TP,2025-12,803,508,50,72,681,0.062266501
CPS-BLI-BLI-289TP,2026-01,754,495,27,39,688,0.035809019
CPS-BLI-BLI-289TP,2026-02,972,596,30,54,888,0.030864198
CPS-BLI-BLI-289TP,2026-03,37,25,5,1,31,0.135135135
CPS-BNI-BNI-334THD,2025-10,997,817,42,102,853,0.042126379
CPS-BNI-BNI-334THD,2025-11,916,750,44,105,767,0.048034934
CPS-BNI-BNI-334THD,2025-12,859,692,39,73,747,0.04540163
CPS-BNI-BNI-334THD,2026-01,803,641,36,79,688,0.04483188
CPS-BNI-BNI-334THD,2026-02,1001,770,39,92,870,0.038961039
CPS-BNI-BNI-334THD,2026-03,35,28,3,3,29,0.085714286
CPS-BNI-TSO-242TP,2025-10,382,322,34,38,310,0.089005236
CPS-BNI-TSO-242TP,2025-11,418,325,37,52,329,0.088516746
CPS-BNI-TSO-242TP,2025-12,373,296,37,23,313,0.09919571
CPS-BNI-TSO-242TP,2026-01,296,252,30,40,226,0.101351351
CPS-BNI-TSO-242TP,2026-02,397,318,17,31,349,0.042821159
CPS-BNI-TSO-242TP,2026-03,18,15,1,1,16,0.055555556
CPS-BPH-DXO-968PRD,2025-10,751,505,56,59,636,0.074567244
CPS-BPH-DXO-968PRD,2025-11,802,506,75,77,650,0.093516209
CPS-BPH-DXO-968PRD,2025-12,758,476,73,59,626,0.096306069
CPS-BPH-DXO-968PRD,2026-01,645,429,63,39,543,0.097674419
CPS-BPH-DXO-968PRD,2026-02,853,557,82,51,720,0.096131301
CPS-BPH-DXO-968PRD,2026-03,39,23,1,0,38,0.025641026
CPS-BRI-BRI-31NHT,2025-10,1270,891,83,130,1057,0.065354331
CPS-BRI-BRI-31NHT,2025-11,1201,853,50,112,1039,0.041631973
CPS-BRI-BRI-31NHT,2025-12,1064,781,70,94,900,0.065789474
CPS-BRI-BRI-31NHT,2026-01,1107,775,60,69,978,0.054200542
CPS-BRI-BRI-31NHT,2026-02,1295,896,65,133,1097,0.05019305
CPS-BRI-BRI-31NHT,2026-03,68,48,3,1,64,0.044117647
CPS-BRI-VTA-165LHP,2025-10,1891,1302,62,140,1689,0.032786885
CPS-BRI-VTA-165LHP,2025-11,1925,1353,125,134,1666,0.064935065
CPS-BRI-VTA-165LHP,2025-12,1768,1297,137,131,1500,0.077488688
CPS-BRI-VTA-165LHP,2026-01,1798,1321,111,89,1598,0.061735261
CPS-BRI-VTA-165LHP,2026-02,2252,1559,142,218,1892,0.063055062
CPS-BRI-VTA-165LHP,2026-03,83,55,1,9,73,0.012048193
CPS-BRI-VTA-491BMTT,2025-10,1012,705,90,119,803,0.088932806
CPS-BRI-VTA-491BMTT,2025-11,930,684,102,106,722,0.109677419
CPS-BRI-VTA-491BMTT,2025-12,884,671,92,92,700,0.104072398
CPS-BRI-VTA-491BMTT,2026-01,906,678,74,86,746,0.081677704
CPS-BRI-VTA-491BMTT,2026-02,1040,722,72,112,856,0.069230769
CPS-BRI-VTA-491BMTT,2026-03,38,27,1,5,32,0.026315789
CPS-BTH-PTH-165THD,2025-10,1201,772,47,219,935,0.039134055
CPS-BTH-PTH-165THD,2025-11,1221,824,41,154,1026,0.033579034
CPS-BTH-PTH-165THD,2025-12,1052,760,57,91,904,0.05418251
CPS-BTH-PTH-165THD,2026-01,1017,698,44,75,898,0.043264503
CPS-BTH-PTH-165THD,2026-02,1414,914,52,125,1237,0.036775106
CPS-BTH-PTH-165THD,2026-03,41,28,2,3,36,0.048780488
CPS-BTR-BTR-15DK,2025-10,1376,938,51,162,1163,0.037063953
CPS-BTR-BTR-15DK,2025-11,1478,971,70,174,1234,0.047361299
CPS-BTR-BTR-15DK,2025-12,1225,826,59,141,1025,0.048163265
CPS-BTR-BTR-15DK,2026-01,1106,689,39,160,907,0.035262206
CPS-BTR-BTR-15DK,2026-02,1604,947,49,142,1413,0.030548628
CPS-BTR-BTR-15DK,2026-03,51,28,0,2,49,0
CPS-CMA-CMA-34THD,2025-10,1250,826,43,90,1117,0.0344
CPS-CMA-CMA-34THD,2025-11,1085,757,38,128,919,0.035023041
CPS-CMA-CMA-34THD,2025-12,954,674,29,110,815,0.030398323
CPS-CMA-CMA-34THD,2026-01,960,665,39,88,833,0.040625
CPS-CMA-CMA-34THD,2026-02,1319,812,27,184,1108,0.020470053
CPS-CMA-CMA-34THD,2026-03,31,23,0,3,28,0
CPS-CTH-NKI-133CMTT,2025-10,1502,1031,80,160,1262,0.053262317
CPS-CTH-NKI-133CMTT,2025-11,1240,875,78,159,1003,0.062903226
CPS-CTH-NKI-133CMTT,2025-12,1243,855,73,128,1042,0.058728882
CPS-CTH-NKI-133CMTT,2026-01,1159,792,50,109,1000,0.043140638
CPS-CTH-NKI-133CMTT,2026-02,1290,856,71,165,1054,0.05503876
CPS-CTH-NKI-133CMTT,2026-03,53,39,7,8,38,0.132075472
CPS-CTH-NKI-272BMTT,2025-10,3473,2452,81,325,3067,0.023322776
CPS-CTH-NKI-272BMTT,2025-11,3138,2245,94,323,2721,0.029955386
CPS-CTH-NKI-272BMTT,2025-12,2871,1966,86,220,2565,0.02995472
CPS-CTH-NKI-272BMTT,2026-01,2683,1870,84,169,2430,0.031308237
CPS-CTH-NKI-272BMTT,2026-02,3444,2303,97,331,3016,0.028164925
CPS-CTH-NKI-272BMTT,2026-03,150,102,6,13,131,0.04
CPS-CTH-TAN-141NVC,2025-10,981,672,17,89,875,0.017329256
CPS-CTH-TAN-141NVC,2025-11,1278,911,56,137,1085,0.043818466
CPS-CTH-TAN-141NVC,2025-12,1086,792,54,107,925,0.049723757
CPS-CTH-TAN-141NVC,2026-01,1197,793,46,126,1025,0.038429407
CPS-CTH-TAN-141NVC,2026-02,1336,851,62,211,1063,0.046407186
CPS-CTH-TAN-141NVC,2026-03,61,37,1,7,53,0.016393443
CPS-DLA-BMT-116PBC,2025-10,1792,1187,102,206,1484,0.056919643
CPS-DLA-BMT-116PBC,2025-11,1688,1154,108,196,1384,0.063981043
CPS-DLA-BMT-116PBC,2025-12,1533,1024,125,124,1284,0.081539465
CPS-DLA-BMT-116PBC,2026-01,1492,1044,112,98,1282,0.075067024
CPS-DLA-BMT-116PBC,2026-02,1922,1270,103,163,1656,0.05359001
CPS-DLA-BMT-116PBC,2026-03,57,44,3,1,53,0.052631579
CPS-DNA-HCU-329NHT,2025-12,363,306,34,33,296,0.093663912
CPS-DNA-HCU-329NHT,2026-01,443,381,48,56,339,0.108352144
CPS-DNA-HCU-329NHT,2026-02,530,442,38,44,448,0.071698113
CPS-DNA-HCU-329NHT,2026-03,32,27,1,3,28,0.03125
CPS-DNA-LCH-749TDT,2025-10,447,395,36,56,355,0.080536913
CPS-DNA-LCH-749TDT,2025-11,482,418,31,50,401,0.064315353
CPS-DNA-LCH-749TDT,2025-12,480,406,33,60,387,0.06875
CPS-DNA-LCH-749TDT,2026-01,391,337,30,34,327,0.076726343
CPS-DNA-LCH-749TDT,2026-02,436,376,27,42,367,0.061926606
CPS-DNA-LCH-749TDT,2026-03,27,18,0,2,25,0
CPS-DNA-STR-11NVT,2025-10,737,629,51,43,643,0.069199457
CPS-DNA-STR-11NVT,2025-11,728,624,56,63,609,0.076923077
CPS-DNA-STR-11NVT,2025-12,676,601,61,49,566,0.090236686
CPS-DNA-STR-11NVT,2026-01,685,609,40,62,583,0.058394161
CPS-DNA-STR-11NVT,2026-02,759,652,38,62,659,0.050065876
CPS-DNA-STR-11NVT,2026-03,27,25,0,1,26,0
CPS-DNA-TK-369NVL,2025-10,1443,1234,80,154,1209,0.055440055
CPS-DNA-TK-369NVL,2025-11,1389,1180,89,177,1123,0.064074874
CPS-DNA-TK-369NVL,2025-12,1111,941,63,114,934,0.056705671
CPS-DNA-TK-369NVL,2026-01,1135,953,65,97,973,0.057268722
CPS-DNA-TK-369NVL,2026-02,1383,1182,71,107,1205,0.051337672
CPS-DNA-TK-369NVL,2026-03,34,33,2,1,31,0.058823529
CPS-DNA-TKH-313DBP,2025-10,587,502,38,58,491,0.064735945
CPS-DNA-TKH-313DBP,2025-11,626,539,56,75,495,0.089456869
CPS-DNA-TKH-313DBP,2025-12,483,410,30,52,401,0.062111801
CPS-DNA-TKH-313DBP,2026-01,422,370,28,47,347,0.066350711
CPS-DNA-TKH-313DBP,2026-02,540,460,38,34,468,0.07037037
CPS-DNA-TKH-313DBP,2026-03,25,21,0,1,24,0
CPS-DON-BHO-57PVT,2025-10,2613,1818,107,251,2255,0.040949101
CPS-DON-BHO-57PVT,2025-11,2529,1786,123,210,2196,0.048635824
CPS-DON-BHO-57PVT,2025-12,2190,1616,113,200,1877,0.051598174
CPS-DON-BHO-57PVT,2026-01,2033,1480,72,173,1788,0.035415642
CPS-DON-BHO-57PVT,2026-02,2874,1953,91,259,2524,0.031663187
CPS-DON-BHO-57PVT,2026-03,86,72,3,6,77,0.034883721
CPS-DON-BHO-7BVH,2025-10,1366,888,74,127,1165,0.054172767
CPS-DON-BHO-7BVH,2025-11,1419,933,89,129,1201,0.062720226
